Survey_ID,Region,Country,Business Unit,Quarter,Employee_Level,Question_ID,Question_Category,Response_Value,Response_Date
S-3683,emea,,F,Q3-2025,Director,q-1,Data Privacy,5.0,2025/04/06
S-2345,EmEa,India,Sales,Q4-2025,Senior Staff,q-2,Data Privacy,2.0,2025/09/09
S-1251,AMERICAS,,Finance,Q1 2025,Manager,3,Data privacy,3.0,
S-2500,emea,,HR,q22025,,q04,Conflict of Int.,3.0,2025-06-01
S-3026,Americas,France,IT,q22025,Manager,Q-03,ethics,6.0,2025/07/21
S-2947,Americas,France,Sales,Q1 2025,manager,Q-2,Conflict of Int.,5.0,2025/11/03
S-3293,APAC,,F,Q1 2025,Staff,q04,Compliance,2.0,11-01-2025
S-2491,Americas,United States,Sales,Q4-2025, ,q04,Ethics,6.0,2025/07/24
S-2160,ApAc, ,Finance,Q1-2025,director,Q-05,ethics,6.0,2025-05-18
S-3047,AMERICAS,JN,finance,Q1-2025,manager,Q-04,ethics,1.0,2025-08-08
S-1079,Americas,     ,Sales,Q4-2025,Senior Staff,q3,Conflict of Int.,,2025/11/27
S-3488,emea,Germany,sales,Q4-2025,manager,q04,ethics,2.0,19-03-2025
S-2231,EmEa,Germany,finance,Q1 2025, ,q-5,Compliance,5.0,
S-1386,EmEa,,sales,q22025,staff,Q-01,Conduct,6.0,02-03-2025
S-2027,apac,USA,Finance,Q3-2025,director,Q-01,Compliance,,2025/01/21
S-3893,APAC, ,HR,Q3-2025,staff,q04,Data privacy,2.0,2025-02-10
S-1569,Americas,,IT,q22025,Director,Q-01,Data Privacy,1.0,2025-11-07
S-2503,ApAc,IN,Finance,Q4-2025,Staff,Q-2,Ethics,6.0,10-08-2025
S-3228,EmEa,India,finance,Q1 2025,Manager,q-5,Conduct,2.0,19-03-2025
S-2918,Americas,,F,Q1-2025,Senior Staff,Q-2,Data privacy,,2025/01/28
S-1680,emea,USA,IT,Q3-2025,manager,3,Data Privacy,,12-07-2025
S-2596,apac, ,sales,Q3-2025,Senior Staff,Q-03,Ethics,6.0,24-07-2025
S-2742,apac,IN,finance,Q4-2025, ,Q-02,Conduct,3.0,09-03-2025
S-3813,AMERICAS,India,s,Q1 2025,staff,Q-2,Conflict of Int.,,02-10-2025
S-3778,emea,UK,IT,Q2-2025,Senior Staff,3,Data Privacy,2.0,2025/02/27
S-3914,APAC, ,F,q22025,,Q-04,Ethics,4.0,13-08-2025
S-1071,Americas,JN,IT,Q1-2025,Director,q3,Ethics,2.0,29-04-2025
S-1071,AMERICAS,USA,sales,Q2-2025,staff,Q-02,Data privacy,3.0,02-04-2025
S-3300,EmEa,Japan,Finance,Q1 2025,Senior Staff,Q-04,Compliance,3.0,2025/08/09
S-2657,APAC,Japan,HR,q22025, ,Q-04,Conduct,6.0,2025/07/23
S-2929,ApAc,     ,sales,Q1-2025,director,Q-03,Ethics,5.0,2025/01/23
S-1032,AMERICAS,USA,hr,Q1-2025, ,Q-02,Conduct,1.0,2025/04/05
S-2816,AMERICAS,INDIA,hr,Q2-2025,staff,Q-04,Ethics,4.0,2025/06/19
S-3161,APAC, ,F,Q2-2025,staff,Q-04,Data Privacy,2.0,21-01-2025
S-2903,APAC, ,F,Q3-2025,manager,Q-05,Compliance,4.0,13-09-2025
S-1510,ApAc,,Operations,q22025, ,q04,Compliance,1.0,2025/05/18
S-2665,EMEA,INDIA,HR,Q1 2025,Staff,q-1,Conflict of Int.,,05-08-2025
S-1026,emea,,sales,Q4-2025,,q-1,Data privacy,4.0,
S-1257,EmEa,UK,Operations,Q3-2025,Manager,Q-04,ethics,5.0,03-06-2025
S-2977,EmEa,India,HR,Q4-2025,,Q-2,Ethics,6.0,26-03-2025
S-2435,AMERICAS,India,IT,Q1 2025,Senior Staff,q3,Compliance,,2025-11-23
S-1394,emea,JN,finance,q22025,director,Q-03,Compliance,2.0,28-05-2025
S-3181,EmEa,United States,sales,Q3-2025,Director,q3,Conduct,2.0,2025/10/07
S-1173,apac,Japan,Sales,Q3-2025,Manager,Q-04,Data privacy,,2025/04/24
S-3873,Americas,Japan,Operations,Q2-2025,Director,Q-2,ethics,2.0,2025-02-21
S-1512,EmEa, ,hr,Q3-2025,Staff,q-5,Data privacy,6.0,2025/03/30
S-1062,APAC,INDIA,F,q22025,Director,Q-03,Conduct,6.0,2025-05-26
S-3783,emea,Germany,Finance,Q4-2025,Senior Staff,q04,Conduct,6.0,2025/08/01
S-2294,EmEa,United States,Finance,Q3-2025, ,Q-05,Ethics,2.0,2025-03-24
S-1919,emea,Japan,hr,Q3-2025,Staff,Q-2,Conflict of Int.,,2025/07/24
S-2981,EMEA,USA,IT,Q1 2025,director,Q-01,Conflict of Int.,4.0,2025-03-16
S-3582,EmEa,IN,Sales,Q3-2025,Senior Staff,3,Conflict of Int.,2.0,2025/09/08
S-3299,AMERICAS,United States,HR,Q1 2025,,Q-03,Data privacy,5.0,26-08-2025
S-3823,APAC,Japan,Sales,Q1-2025,manager,Q-04,Data Privacy,4.0,2025/05/26
S-1747,APAC,IN,sales,q22025,Director,3,Conflict of Int.,6.0,2025/01/21
S-2222,Americas,India,sales,Q1-2025,manager,3,Data Privacy,6.0,2025-10-14
S-1658,apac,,s,Q4-2025,Director,Q-03,Conflict of Int.,1.0,18-03-2025
S-3792,Americas,Japan,HR,Q3-2025,director,Q-05,ethics,1.0,01-02-2025
S-3017,APAC,UK,Sales,q22025,,Q-04,Compliance,5.0,2025/11/25
S-1237,EMEA,,Operations,q22025,,Q-02,Ethics,2.0,09-04-2025
S-3653,EMEA,France,hr,Q2-2025,director,Q-02,Ethics,4.0,2025-06-04
S-2304,EmEa,UK,HR,Q2-2025,Staff,Q-05,Compliance,3.0,2025/02/01
S-2456,emea,,hr,q22025,manager,Q-2,Data privacy,6.0,2025-07-18
S-1492,APAC,     ,Operations,Q1-2025,manager,Q-2,Ethics,6.0,2025/11/01
S-1764,AMERICAS,IN,IT,Q4-2025, ,Q-05,Data Privacy,,2025/09/10
S-2708,Americas,     ,hr,Q1 2025,Manager,Q-01,Ethics,3.0,2025/07/31
S-3585,APAC,,Operations,Q4-2025,Manager,q3,Data Privacy,6.0,
S-1865,ApAc,JN,hr,Q1 2025,staff,Q-04,Data privacy,1.0,03-03-2025
S-3760,APAC,India,Operations,Q3-2025,director,Q-05,Compliance,2.0,2025/02/17
S-3557,APAC,     ,Operations,Q2-2025,Senior Staff,Q-02,Conflict of Int.,1.0,2025-08-16
S-3002,EmEa,JN,HR,Q1 2025,Staff,3,Data Privacy,,
S-1687,ApAc,UK,finance,Q1-2025,director,Q-01,ethics,6.0,
S-2452,emea,     ,finance,Q1 2025,Director,q3,Data privacy,1.0,2025/06/22
S-1157,ApAc,,finance,Q4-2025, ,q-1,Compliance,5.0,2025/01/15
S-3523,AMERICAS,     ,Sales,Q3-2025,manager,Q-02,Conduct,3.0,05-02-2025
S-3706,ApAc,JN,Finance,Q1-2025, ,q04,Data Privacy,1.0,2025/08/07
S-1771,apac,,IT,q22025,Staff,q3,Compliance,,2025-08-26
S-3033,APAC,,Finance,Q1 2025,staff,Q-03,Ethics,6.0,2025/05/29
S-1315,emea,IN,hr,q22025,Staff,Q-04,Conduct,4.0,2025/07/01
S-2426,AMERICAS,India,HR,Q1-2025,manager,q-1,Conflict of Int.,6.0,2025/11/04
S-3676,apac,USA,finance,Q3-2025,Director,q-2,Conflict of Int.,3.0,2025-09-29
S-1723,APAC,,IT,Q3-2025,Staff,Q-2,Data privacy,2.0,26-01-2025
S-1057,ApAc,JN,HR,q22025,,q-1,Conduct,,2025/10/02
S-3803,emea,United States,sales,Q2-2025,Senior Staff,q-5,Data Privacy,3.0,
S-1697,EMEA,,Sales,q22025,director,Q-05,ethics,3.0,20-10-2025
S-3374,APAC,France,Operations,Q2-2025,manager,Q-02,Data privacy,2.0,2025/10/09
S-2291,EMEA,France,Sales,Q2-2025,Senior Staff,q04,Compliance,,
S-2732,emea,United States,finance,Q3-2025,,Q-04,Compliance,,27-09-2025
S-1552,EMEA,United States,F,Q4-2025,staff,q-2,Compliance,4.0,2025/03/24
S-1384,Americas,,Sales,Q3-2025, ,3,Conflict of Int.,2.0,
S-2633,EMEA, ,hr,Q3-2025, ,q-2,Data privacy,2.0,2025-07-23
S-3293,apac,     ,HR,Q1-2025,Director,Q-2,Ethics,,2025-03-09
S-2790,APAC,United States,Sales,q22025,director,3,Ethics,5.0,2025-10-25
S-3664,EMEA,Japan,IT,Q3-2025,Manager,q-5,Data privacy,2.0,06-11-2025
S-2629,AMERICAS,USA,hr,q22025,,q-5,Compliance,6.0,17-07-2025
S-1644,APAC,France,IT,Q3-2025,Manager,Q-01,ethics,2.0,05-02-2025
S-2923,apac,JN,HR,q22025,director,Q-2,Compliance,,03-10-2025
S-2039,Americas, ,Operations,Q2-2025,staff,3,Conflict of Int.,2.0,2025-11-13
S-3690,EMEA,India,s,q22025,staff,Q-02,Data Privacy,1.0,2025-02-25
S-2321,ApAc, ,F,Q3-2025,manager,Q-03,Compliance,6.0,2025/10/28
S-1601,emea, ,Operations,Q1 2025,Manager,Q-02,Compliance,6.0,2025-04-30
S-3270,ApAc,India,IT,q22025, ,Q-04,Compliance,2.0,2025/10/03
S-3707,EMEA,Japan,finance,Q2-2025,Senior Staff,Q-04,Data Privacy,,21-01-2025
S-1150,AMERICAS,India,IT,Q4-2025,director,Q-03,Ethics,4.0,2025-07-18
S-2404,ApAc,United States,F,Q3-2025,Director,Q-2,ethics,6.0,2025-04-03
S-2409,emea,USA,finance,q22025,Manager,Q-2,Conduct,6.0,2025/11/05
S-2333,emea,India,HR,q22025,manager,Q-05,Conflict of Int.,6.0,2025-06-14
S-1812,AMERICAS,Japan,F,Q4-2025,Director,Q-2,ethics,5.0,12-08-2025
S-2926,Americas,United States,Finance,Q1-2025,Senior Staff,q-2,Data Privacy,5.0,2025-03-06
S-1213,Americas,France,HR,Q2-2025,staff,3,ethics,2.0,17-09-2025
S-3403,Americas,United States,sales,Q3-2025,,Q-05,Compliance,,2025/03/09
S-2631,apac,UK,IT,Q2-2025,Director,q3,Data Privacy,4.0,
S-2512,APAC,UK,F,Q3-2025, ,Q-2,ethics,3.0,05-07-2025
S-3877,ApAc,UK,Operations,Q4-2025,,Q-01,Ethics,4.0,2025-10-24
S-1689,EMEA,UK,hr,Q2-2025,Staff,q04,ethics,2.0,24-09-2025
S-1575,AMERICAS,     ,s,Q3-2025,,Q-01,Conduct,4.0,2025-06-02
S-2449,apac,UK,F,Q1-2025, ,Q-04,ethics,,2025/09/17
S-1968,EMEA,JN,Operations,Q2-2025,Staff,q-2,Data privacy,,08-11-2025
S-2099,ApAc,     ,finance,Q2-2025,Manager,q-5,Data Privacy,3.0,2025/06/19
S-1805,apac,UK,hr,q22025,Manager,3,ethics,5.0,2025/10/16
S-1667,EmEa, ,Finance,Q1-2025,Manager,Q-03,Data Privacy,2.0,2025/08/20
S-2371,apac,IN,Operations,Q1 2025, ,Q-2,Compliance,6.0,2025/01/23
S-3256,AMERICAS,Germany,HR,Q4-2025,Staff,Q-01,Conflict of Int.,3.0,29-07-2025
S-1513,AMERICAS,USA,hr,Q2-2025,Staff,Q-02,Ethics,,2025/06/22
S-1420,EMEA,Germany,finance,Q2-2025,director,q-2,ethics,,2025-01-10
S-1522,AMERICAS,Germany,hr,Q1-2025,Staff,q-5,ethics,4.0,23-05-2025
S-3256,AMERICAS,,finance,Q1-2025,,Q-2,ethics,2.0,14-10-2025
S-1528,APAC,IN,s,q22025,Senior Staff,3,Compliance,5.0,2025-06-30
S-2729,emea,France,F,q22025,,Q-01,Ethics,5.0,2025/10/01
S-2558,EmEa,INDIA,F,Q2-2025,,q-5,Conduct,,2025/04/02
S-2974,APAC,USA,hr,Q1 2025,manager,q3,ethics,3.0,2025-09-17
S-3683,emea,Japan,hr,Q3-2025,,q3,Data privacy,3.0,2025/11/26
S-1923,APAC,,IT,Q1-2025,director,Q-05,Data privacy,5.0,2025/06/02
S-2211,Americas,United States,IT,Q1-2025,staff,q04,Data Privacy,5.0,2025-08-31
S-1400,AMERICAS,,Finance,Q3-2025,,q04,Ethics,6.0,2025/09/30
S-2091,ApAc,United States,s,Q1-2025,Director,Q-2,Data Privacy,,31-10-2025
S-1057,apac,UK,F,Q4-2025,staff,q-1,Conflict of Int.,6.0,2025-02-14
S-3952,EMEA,India,Sales,q22025,Senior Staff,q-1,Data privacy,4.0,2025-07-14
S-1336,APAC,United States,Sales,Q1 2025,staff,Q-03,Ethics,,2025-08-26
S-1536,EMEA,Japan,finance,Q4-2025,director,q04,Data privacy,4.0,17-08-2025
S-3255,apac,INDIA,F,Q1 2025,Staff,3,Conduct,2.0,2025/10/01
S-1991,emea,JN,IT,Q1 2025,,Q-2,Data Privacy,1.0,2025-05-22
S-2547,apac, ,IT,Q1 2025,Director,Q-02,Conflict of Int.,,12-07-2025
S-1083,AMERICAS, ,Finance,q22025,director,Q-01,Conduct,,2025/01/05
S-2367,EMEA,United States,Sales,q22025,Staff,Q-04,Conflict of Int.,2.0,2025-02-06
S-2446,apac,,F,q22025,Director,q-1,Data Privacy,3.0,2025-01-04
S-3379,APAC,,Sales,Q3-2025,manager,Q-01,Data privacy,3.0,
S-2510,APAC,     ,Finance,Q2-2025,manager,3,Conduct,4.0,27-07-2025
S-2884,APAC,     ,finance,Q2-2025,manager,Q-05,ethics,5.0,03-07-2025
S-2464,EmEa,Japan,IT,Q1 2025,Senior Staff,q-2,Ethics,2.0,2025-09-29
S-3911,Americas,USA,Finance,Q1-2025,staff,Q-02,Data Privacy,5.0,28-10-2025
S-2568,EmEa,India,sales,Q4-2025,Manager,Q-02,ethics,5.0,20-11-2025
S-3469,Americas,IN,s,q22025,staff,3,ethics,4.0,13-07-2025
S-1321,APAC,UK,IT,q22025,director,Q-04,ethics,6.0,2025-10-27
S-3695,emea,USA,hr,Q1-2025,,q-5,Compliance,4.0,01-05-2025
S-1315,Americas,,Operations,Q2-2025,Senior Staff,q04,Conflict of Int.,6.0,2025/07/15
S-3784,ApAc,,sales,Q1 2025,Senior Staff,q3,Conduct,3.0,
S-3471,EmEa, ,sales,Q3-2025,Director,Q-02,Data privacy,2.0,2025-05-25
S-1041,AMERICAS,UK,s,Q3-2025,manager,Q-04,Conflict of Int.,1.0,28-05-2025
S-2110,apac,,HR,Q1-2025,,Q-2,Ethics,,
S-2628,APAC,France,Sales,Q3-2025,staff,Q-02,ethics,2.0,19-08-2025
S-1031,Americas,     ,s,q22025,staff,Q-03,Compliance,1.0,2025-11-16
S-3700,emea,,Finance,Q2-2025,manager,Q-2,ethics,4.0,2025/09/02
S-1655,ApAc,IN,finance,Q2-2025,,q-2,Conflict of Int.,2.0,2025/11/15
S-3136,APAC,     ,Operations,Q4-2025,director,q-1,Conduct,,2025/09/12
S-3080,Americas, ,finance,Q4-2025,staff,q-2,Data Privacy,6.0,2025/06/12
S-2144,apac,IN,sales,Q1 2025,Senior Staff,q-1,Compliance,5.0,2025-06-03
S-3224,EMEA,Japan,finance,Q1-2025,Senior Staff,3,ethics,2.0,2025-02-19
S-2726,AMERICAS,IN,Operations,Q1 2025,Manager,Q-02,Data privacy,5.0,2025/09/24
S-1967,Americas,INDIA,sales,Q2-2025,Staff,q-1,Ethics,1.0,
S-3952,apac,IN,Sales,Q4-2025,Director,Q-01,Conflict of Int.,,2025/02/25
S-2178,emea,INDIA,Finance,Q1 2025,director,q3,Ethics,3.0,06-11-2025
S-3060,APAC,JN,hr,Q1-2025,staff,Q-01,Data privacy,2.0,
S-3828,EMEA,USA,s,Q1-2025,Staff,Q-05,Data privacy,6.0,2025-05-12
S-3832,EmEa,France,s,Q4-2025,Staff,Q-05,Conduct,2.0,02-05-2025
S-2757,Americas,JN,Sales,Q1-2025,Staff,Q-04,Conflict of Int.,,
S-3951,EmEa,Germany,HR,q22025,staff,Q-04,Conflict of Int.,2.0,30-09-2025
S-2960,apac,INDIA,Operations,Q4-2025,Staff,Q-01,Conflict of Int.,6.0,2025/09/08
S-1323,emea,,HR,Q2-2025,manager,q-1,ethics,1.0,01-09-2025
S-1031,emea,IN,Finance,q22025,Director,Q-02,Compliance,3.0,30-05-2025
S-3960,APAC,UK,s,Q4-2025, ,Q-03,Ethics,5.0,2025-02-01
S-2696,EmEa,United States,Finance,q22025,manager,q-1,Data privacy,4.0,2025-07-30
S-2970,APAC,France,Sales,Q4-2025,Staff,Q-04,Compliance,3.0,2025-05-31
S-3628,emea,United States,IT,Q1-2025, ,q3,Conduct,,2025/02/13
S-3514,ApAc,Japan,IT,Q3-2025,director,Q-05,ethics,4.0,12-08-2025
S-3859,Americas,INDIA,sales,Q4-2025,manager,q-1,Conduct,1.0,2025-02-01
S-2853,APAC, ,Finance,Q4-2025,Manager,q-1,Conflict of Int.,2.0,
S-3627,apac,Japan,finance,q22025,director,q04,Compliance,2.0,2025-06-09
S-3996,ApAc, ,Finance,Q1 2025,director,Q-2,Data privacy,3.0,2025/01/29
S-3413,APAC,Japan,finance,Q1-2025,staff,Q-01,Ethics,5.0,2025-06-26
S-3384,AMERICAS,     ,Operations,Q1 2025,staff,q-1,Conduct,1.0,2025-01-18
S-1781,AMERICAS,     ,finance,q22025,director,q04,Conduct,2.0,2025/01/31
S-2262,apac,France,s,Q3-2025, ,3,Conflict of Int.,3.0,2025/08/10
S-2062,AMERICAS,India,IT,q22025,manager,q-5,Ethics,,2025-01-14
S-2881,EMEA,France,Operations,Q1-2025,Staff,q-5,Data privacy,6.0,20-03-2025
S-2321,apac,India,finance,Q3-2025,Senior Staff,q-5,Conflict of Int.,,06-07-2025
S-3998,emea,USA,HR,Q3-2025,Manager,q3,Data Privacy,1.0,09-02-2025
S-1906,APAC,UK,s,Q3-2025,Senior Staff,q3,Compliance,2.0,2025-11-22
S-3243,apac,Japan,Finance,Q4-2025,Manager,q04,Compliance,5.0,2025/03/17
S-1717,APAC,USA,Operations,q22025,staff,q-1,Data privacy,2.0,22-07-2025
S-2390,EmEa,Japan,hr,Q1-2025, ,Q-02,Conduct,5.0,
S-1496,Americas,INDIA,Operations,Q3-2025,Manager,q04,Ethics,5.0,
S-2805,EmEa,UK,s,Q2-2025,,Q-04,Data Privacy,6.0,2025/03/09
S-2190,emea,Germany,HR,q22025,Manager,q-2,Data privacy,6.0,2025/03/25
S-2250,EMEA,,finance,q22025,,Q-04,Data privacy,4.0,18-04-2025
S-3903,emea,,finance,q22025,Manager,Q-05,Compliance,2.0,2025/08/08
S-3441,APAC, ,sales,Q2-2025, ,Q-02,Data privacy,3.0,
S-2252,APAC,UK,HR,Q2-2025,manager,Q-02,Conduct,2.0,12-11-2025
S-3352,AMERICAS,     ,Operations,Q1-2025,Senior Staff,Q-02,Ethics,6.0,2025/10/10
S-2078,EMEA, ,finance,Q2-2025,,Q-2,Compliance,6.0,2025-08-06
S-1449,APAC,USA,IT,Q4-2025,staff,q-2,Compliance,,2025-05-30
S-3564,EmEa,INDIA,Finance,Q4-2025,director,Q-02,Ethics,2.0,2025-08-04
S-1125,Americas,     ,IT,Q4-2025,,Q-02,ethics,6.0,2025/10/27
S-1613,EmEa,     ,HR,Q3-2025,Director,Q-05,Compliance,,
S-3656,Americas, ,Sales,Q2-2025,Director,Q-03,Conduct,2.0,2025-09-28
S-2964,apac,     ,Operations,Q4-2025,,q04,Conduct,6.0,14-02-2025
S-2002,ApAc,USA,F,Q3-2025,Staff,Q-03,Data privacy,1.0,2025/07/19
S-1515,EmEa,USA,finance,q22025,staff,q-1,ethics,5.0,11-04-2025
S-3020,emea, ,hr,Q4-2025,Director,q-1,Conduct,5.0,2025/10/28
S-1140,emea,,Operations,Q2-2025,Manager,Q-03,Data Privacy,5.0,2025-08-24
S-3718,Americas,France,Operations,Q1-2025,director,Q-2,Data Privacy,2.0,03-08-2025
S-2979,Americas,UK,Finance,Q1 2025,Director,q-1,Data privacy,,2025/06/18
S-2137,Americas, ,sales,Q1-2025,,q3,Ethics,2.0,21-04-2025
S-3559,EmEa,Germany,HR,q22025,Director,q-5,Ethics,6.0,2025/04/21
S-3282,EMEA,,Operations,Q4-2025,director,q-5,Data privacy,2.0,2025/04/26
S-3662,ApAc,USA,hr,Q2-2025,Senior Staff,Q-01,Data Privacy,2.0,2025/02/01
S-2314,ApAc,United States,sales,Q4-2025, ,q-1,Conduct,6.0,2025-03-20
S-2690,AMERICAS,India,IT,Q4-2025,director,Q-03,Data Privacy,2.0,2025/05/27
S-3392,emea,Japan,HR,Q1-2025,Senior Staff,3,Conduct,2.0,04-04-2025
S-1829,Americas,India,finance,Q3-2025,director,q-2,Ethics,3.0,2025/06/17
S-2600,APAC,IN,HR,q22025,manager,Q-05,Conduct,5.0,2025-10-07
S-1397,APAC,,sales,Q4-2025,Senior Staff,q-2,Compliance,4.0,2025-10-26
S-1234,apac,,Operations,Q4-2025, ,Q-02,Conduct,6.0,06-05-2025
S-1297,emea,,IT,Q2-2025,Manager,Q-05,Compliance,4.0,2025-09-07
S-3565,EmEa,IN,Finance,Q1-2025,Director,Q-04,Data privacy,3.0,01-10-2025
S-1612,EMEA,,HR,Q4-2025,staff,q04,Conduct,2.0,
S-2592,apac,Japan,finance,Q3-2025,Staff,3,ethics,,2025/09/15
S-2909,AMERICAS,IN,IT,q22025,staff,Q-03,Compliance,3.0,2025/08/03
S-2672,EmEa,UK,Operations,Q1 2025,,q04,Data Privacy,2.0,2025-10-26
S-3728,ApAc,United States,Operations,Q3-2025,Senior Staff,Q-2,Data privacy,,
S-1767,EmEa,United States,Finance,Q1-2025,Manager,q3,Data privacy,5.0,2025-01-18
S-1693,apac,Japan,IT,Q1-2025,director,Q-05,Conduct,,2025/01/22
S-2768,ApAc,USA,Sales,q22025,Manager,q-2,Compliance,,2025/11/16
S-3496,Americas,India,s,q22025,Senior Staff,Q-2,Ethics,1.0,
S-3835,AMERICAS,India,IT,q22025,manager,q-1,Compliance,5.0,2025-06-27
S-1691,Americas,,IT,Q4-2025, ,Q-04,Conduct,1.0,22-06-2025
S-2589,EmEa,IN,s,q22025,director,q-1,ethics,5.0,2025/10/05
S-3219,Americas,Germany,Sales,Q1-2025,staff,Q-01,Conduct,4.0,
S-2706,emea, ,hr,Q4-2025,Manager,Q-04,Conflict of Int.,2.0,2025/08/10
S-3234,apac,India,HR,Q2-2025,director,q04,Data Privacy,6.0,29-09-2025
S-3052,apac,JN,HR,Q3-2025,Director,Q-03,Ethics,6.0,2025-03-12
S-3587,apac,France,F,q22025,,Q-2,Ethics,6.0,2025/11/22
S-1801,apac,,Operations,Q3-2025,manager,3,Compliance,1.0,
S-3085,AMERICAS,USA,HR,Q4-2025,Manager,Q-05,Ethics,4.0,2025/07/06
S-3318,EMEA,Germany,s,Q4-2025,director,Q-01,ethics,5.0,2025-05-30
S-2812,EmEa,,Sales,Q4-2025,,3,Conduct,5.0,
S-1347,AMERICAS,,Sales,Q1-2025,Manager,Q-05,Conduct,3.0,2025-04-13
S-2440,EMEA,UK,hr,Q3-2025,manager,q3,ethics,2.0,2025-02-03
S-1759,apac,INDIA,finance,Q4-2025,Senior Staff,Q-05,ethics,1.0,2025-10-25
S-2389,ApAc,Japan,sales,q22025,,Q-01,Data Privacy,3.0,29-08-2025
S-3101,apac,,Operations,Q1-2025,staff,q04,Data Privacy,6.0,2025-03-30
S-2840,EmEa,France,F,Q3-2025,Manager,q-2,Data privacy,3.0,2025/11/06
S-3092,AMERICAS,Germany,Finance,Q2-2025,Senior Staff,Q-02,Data Privacy,,2025-09-08
S-2218,Americas,United States,sales,Q3-2025, ,q-2,Compliance,,2025/11/03
S-1663,ApAc,Japan,finance,Q1-2025,manager,q3,Conflict of Int.,2.0,13-07-2025
S-2238,ApAc,Germany,finance,Q1-2025, ,q-2,Compliance,1.0,2025/01/27
S-1808,EMEA,Japan,hr,Q4-2025, ,Q-2,Conduct,1.0,2025-05-02
S-1348,AMERICAS,JN,Sales,Q4-2025,Staff,Q-01,ethics,2.0,2025/03/10
S-1335,EmEa,UK,sales,Q3-2025,manager,q-1,Data Privacy,,2025-05-09
S-3005,APAC,     ,HR,Q2-2025,director,q-5,Conduct,6.0,2025-09-26
S-1293,ApAc,     ,Sales,Q1-2025,Senior Staff,Q-01,Data Privacy,1.0,2025-10-14
S-2246,ApAc,     ,s,Q4-2025,director,Q-04,Data Privacy,4.0,23-01-2025
S-3273,apac,Japan,Sales,Q1-2025,staff,Q-05,Conduct,,2025-11-23
S-2465,APAC,Germany,IT,Q2-2025,director,q-1,Ethics,1.0,
S-3351,APAC,,IT,Q4-2025,Manager,3,Ethics,1.0,2025/09/08
S-1058,ApAc,USA,HR,Q2-2025,Director,Q-02,Data privacy,1.0,2025/07/08
S-1942,apac,United States,finance,Q1-2025,Manager,Q-05,Conduct,3.0,2025/06/25
S-1697,apac, ,sales,q22025,Senior Staff,Q-01,ethics,3.0,20-05-2025
S-1815,emea,France,Finance,Q3-2025,,q-2,Compliance,4.0,2025-04-27
S-1220,ApAc,,hr,q22025,Staff,q04,Compliance,4.0,2025/09/14
S-1863,ApAc,IN,Sales,Q1-2025,director,Q-05,Compliance,5.0,28-09-2025
S-2551,APAC,,hr,Q4-2025,staff,Q-02,ethics,1.0,2025-08-29
S-3391,AMERICAS,USA,hr,Q4-2025, ,q-2,Conflict of Int.,3.0,03-10-2025
S-3126,AMERICAS,France,s,Q2-2025,Staff,q-2,Data Privacy,5.0,2025/10/04
S-2066,ApAc,France,Finance,Q4-2025,Director,q-1,Data Privacy,5.0,2025/08/05
S-3782,AMERICAS,UK,F,Q2-2025,manager,Q-01,ethics,4.0,11-02-2025
S-3323,emea,Japan,F,Q4-2025,Manager,q-2,Data privacy,5.0,12-02-2025
S-2384,apac,JN,sales,Q4-2025,Manager,3,Data Privacy,2.0,20-07-2025
S-2541,EmEa,IN,Sales,q22025,Manager,Q-03,Ethics,,27-05-2025
S-2684,apac,Germany,sales,Q2-2025,Staff,q04,Data Privacy,4.0,2025/02/23
S-3727,ApAc,United States,Operations,Q2-2025,Director,q04,Conflict of Int.,2.0,2025-09-25
S-3925,apac,,Finance,Q4-2025,director,q04,Ethics,5.0,2025-01-18
S-3225,APAC,INDIA,Finance,Q3-2025, ,Q-05,Data privacy,4.0,18-06-2025
S-2369,apac,United States,Sales,Q4-2025,director,3,Data Privacy,6.0,04-04-2025
S-1710,Americas,Germany,Operations,q22025, ,Q-2,Data privacy,2.0,02-09-2025
S-1747,emea,IN,hr,Q1-2025,Senior Staff,q-5,ethics,,2025-10-22
S-2347,apac,IN,IT,Q3-2025,Manager,Q-02,Ethics,5.0,2025-07-25
S-2539,ApAc,     ,Sales,Q4-2025,Manager,Q-03,ethics,3.0,2025-10-09
S-2199,EmEa,UK,Finance,Q2-2025,Manager,Q-2,Data privacy,1.0,2025-08-21
S-2570,APAC,,Sales,Q1-2025,manager,Q-02,Data Privacy,4.0,2025-10-29
S-3031,AMERICAS,,s,Q3-2025,manager,q3,Compliance,6.0,2025-05-08
S-1014,ApAc, ,s,q22025,Staff,Q-05,Compliance,6.0,2025-03-07
S-2576,AMERICAS,Germany,Operations,q22025,Senior Staff,q3,Conflict of Int.,2.0,2025/03/13
S-3433,AMERICAS,INDIA,sales,Q2-2025, ,3,Data Privacy,2.0,
S-3494,emea,USA,IT,Q4-2025, ,3,Data Privacy,,2025/05/02
S-2113,ApAc,     ,Sales,Q4-2025,Staff,Q-03,Compliance,1.0,2025/07/03
S-2451,apac,     ,s,Q4-2025,director,Q-02,Data privacy,5.0,2025-03-10
S-3266,ApAc,India,F,q22025, ,q3,Conduct,6.0,2025-07-04
S-3921,ApAc,United States,HR,q22025, ,q04,Data Privacy,6.0,2025/10/27
S-2081,APAC, ,finance,Q1-2025, ,3,Conduct,2.0,2025/06/29
